PassengerId,Group,GroupSize,LoneTraveler,HomePlanet,CryoSleep,CabinDeck,CabinNumber,CabinSide,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,AmountSpent,Spent,Transported,FirstName,LastName
1362_01,1362,1,1,Earth,False,F,265,S,TRAPPIST-1e,23.0,False,0.0,1268.0,0.0,119.0,2.0,1389.0,1,False,,
1365_01,1365,2,0,Europa,False,B,58,S,55 Cancri e,33.0,False,77.0,2381.0,0.0,3656.0,150.0,6264.0,1,False,Alkeson,Exnutch
1365_02,1365,2,0,Europa,True,B,58,S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Anchird,Exnutch
1366_01,1366,1,1,Earth,True,G,206,P,55 Cancri e,40.0,False,0.0,,0.0,0.0,0.0,0.0,0,True,Searla,Hestes
1368_01,1368,1,1,Earth,True,G,208,P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Iandy,Lanks
1370_01,1370,1,1,Earth,False,E,102,S,TRAPPIST-1e,21.0,False,965.0,0.0,23.0,3.0,0.0,991.0,1,False,Timmy,Waterson
1371_01,1371,1,1,Mars,,D,44,P,TRAPPIST-1e,25.0,False,591.0,466.0,0.0,0.0,0.0,1057.0,1,False,Dunch,Kuche
1375_01,1375,2,0,Earth,False,G,208,S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Aleen,Sykess
1375_02,1375,2,0,Earth,False,F,267,S,TRAPPIST-1e,19.0,False,0.0,3.0,946.0,0.0,0.0,949.0,1,False,Gwendy,Sykess
1376_01,1376,1,1,Earth,True,G,211,P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Karia,Delez
1377_01,1377,1,1,Europa,False,C,52,P,TRAPPIST-1e,43.0,False,0.0,2801.0,537.0,42.0,144.0,3524.0,1,True,Coxah,Coniple
1378_01,1378,2,0,Earth,False,G,212,P,TRAPPIST-1e,19.0,False,245.0,41.0,550.0,,0.0,836.0,1,False,Joyces,Caineson
1378_02,1378,2,0,Earth,False,F,275,P,TRAPPIST-1e,22.0,False,926.0,0.0,0.0,0.0,78.0,1004.0,1,True,Ellena,Caineson
1379_01,1379,1,1,Earth,False,F,268,S,TRAPPIST-1e,16.0,False,0.0,30.0,0.0,769.0,4.0,803.0,1,False,Lillen,Mcgowaymond
1380_01,1380,1,1,Europa,False,C,53,S,55 Cancri e,42.0,False,0.0,21.0,0.0,2735.0,3604.0,6360.0,1,False,Quarke,Fuleng
1381_01,1381,1,1,Earth,True,G,209,S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Stevey,Hoopez
1382_01,1382,1,1,Earth,False,E,104,S,,35.0,False,0.0,1125.0,429.0,0.0,55.0,1609.0,1,False,Ritany,Daughttley
1383_01,1383,1,1,Europa,True,D,49,S,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Rasatik,Resendent
1384_01,1384,5,0,Earth,False,E,105,S,TRAPPIST-1e,17.0,False,21.0,0.0,690.0,260.0,5.0,976.0,1,False,Violan,Mayods
1384_02,1384,5,0,Earth,True,G,210,S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Berty,Mayods
1384_03,1384,5,0,Earth,False,F,269,S,TRAPPIST-1e,22.0,False,0.0,442.0,0.0,0.0,368.0,810.0,1,True,Fredy,Mayods
1384_04,1384,5,0,Earth,False,F,269,S,TRAPPIST-1e,41.0,False,338.0,0.0,377.0,2.0,86.0,803.0,1,True,Shard,Mayods
1384_05,1384,5,0,Earth,False,E,105,S,,19.0,False,189.0,510.0,0.0,0.0,0.0,699.0,1,True,Fany,Mayods
1385_01,1385,1,1,,False,G,213,P,TRAPPIST-1e,39.0,False,705.0,3.0,0.0,0.0,0.0,708.0,1,False,Alvira,Foxter
1386_01,1386,1,1,Earth,True,G,214,P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Murie,Polliamposs
1387_01,1387,1,1,Mars,False,E,85,P,TRAPPIST-1e,31.0,False,1088.0,0.0,280.0,0.0,0.0,1368.0,1,False,Trise,Hacle
1389_01,1389,1,1,Earth,True,G,212,S,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Hatty,Lowelliott
1390_01,1390,1,1,Earth,True,G,215,P,PSO J318.5-22,1.0,False,0.0,0.0,,0.0,0.0,0.0,0,True,Mathy,Meltoney
1391_01,1391,3,0,Mars,True,F,276,P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Berios,Apie
1391_02,1391,3,0,Mars,False,F,276,P,TRAPPIST-1e,21.0,False,1072.0,79.0,46.0,16.0,0.0,1213.0,1,False,Cines,Apie
1391_03,1391,3,0,Mars,False,F,276,P,,44.0,False,485.0,2.0,210.0,0.0,351.0,1048.0,1,False,Frunch,Apie
1393_01,1393,2,0,Mars,False,F,270,S,TRAPPIST-1e,36.0,False,42.0,0.0,212.0,151.0,1853.0,2258.0,1,False,Mes,Kake
1393_02,1393,2,0,Mars,False,F,270,S,TRAPPIST-1e,19.0,False,2058.0,0.0,224.0,298.0,19.0,2599.0,1,False,,
1395_01,1395,1,1,Earth,False,G,214,S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Willah,Fryes
1397_01,1397,1,1,Earth,False,F,271,S,TRAPPIST-1e,39.0,False,386.0,190.0,0.0,489.0,0.0,1065.0,1,False,Hanne,Hodes
1398_01,1398,1,1,Earth,False,G,216,P,TRAPPIST-1e,28.0,False,0.0,508.0,334.0,0.0,46.0,888.0,1,True,Adria,Cookentaney
1399_01,1399,1,1,Earth,False,F,272,S,TRAPPIST-1e,28.0,False,0.0,0.0,529.0,560.0,60.0,1149.0,1,False,Hellia,Popelase
1400_01,1400,1,1,Earth,True,G,217,P,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Hanne,Colleruces
1401_01,1401,1,1,Earth,,G,218,P,TRAPPIST-1e,18.0,False,0.0,0.0,599.0,59.0,152.0,810.0,1,False,Guyne,Burtiz
1402_01,1402,2,0,Earth,True,G,215,S,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Darlie,Blacks
1402_02,1402,2,0,Earth,True,G,215,S,55 Cancri e,33.0,False,0.0,0.0,,0.0,0.0,0.0,0,True,Leony,Blacks
1403_01,1403,1,1,Earth,False,E,86,P,TRAPPIST-1e,18.0,False,1656.0,0.0,0.0,,0.0,1656.0,1,False,Bobbyn,Coopelandez
1404_01,1404,2,0,Europa,False,B,60,S,TRAPPIST-1e,47.0,False,1.0,734.0,28.0,78.0,3471.0,4312.0,1,False,Alaton,Mornaned
1404_02,1404,2,0,Europa,False,,,,TRAPPIST-1e,42.0,False,0.0,51.0,0.0,4170.0,13.0,4234.0,1,False,Arkard,Mornaned
1406_01,1406,1,1,Mars,False,E,106,S,TRAPPIST-1e,17.0,False,36.0,0.0,1013.0,0.0,0.0,1049.0,1,False,Muffs,Gres
1407_01,1407,2,0,Earth,False,F,278,P,TRAPPIST-1e,21.0,False,737.0,4.0,27.0,8.0,0.0,776.0,1,False,Lerome,Foxter
1407_02,1407,2,0,Earth,False,F,278,P,PSO J318.5-22,17.0,False,8.0,222.0,3.0,401.0,0.0,634.0,1,True,Derina,Foxter
1408_01,1408,1,1,Earth,False,G,216,S,PSO J318.5-22,26.0,False,4.0,770.0,0.0,0.0,0.0,774.0,1,False,Prilly,Fulloydez
1410_01,1410,1,1,Earth,False,F,279,P,TRAPPIST-1e,23.0,False,0.0,567.0,896.0,0.0,122.0,1585.0,1,False,Evane,Lerez
1412_01,1412,1,1,Earth,False,G,217,S,55 Cancri e,15.0,False,0.0,0.0,,0.0,832.0,832.0,1,False,Andona,Winsley
1413_01,1413,1,1,Earth,True,G,218,S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Genee,Nichoan
1414_01,1414,1,1,Earth,False,F,280,P,TRAPPIST-1e,65.0,False,259.0,0.0,0.0,0.0,1916.0,2175.0,1,False,Andace,Kinson
1415_01,1415,1,1,Europa,False,D,45,P,55 Cancri e,33.0,False,13.0,,2011.0,17.0,32.0,2073.0,1,True,Preo,Higast
1416_01,1416,1,1,Earth,True,G,219,P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Therie,Macdonadows
1417_01,1417,1,1,Europa,False,C,54,S,TRAPPIST-1e,41.0,False,0.0,184.0,0.0,1520.0,3358.0,5062.0,1,False,Alik,Spedlinale
1419_01,1419,1,1,Mars,False,F,273,S,TRAPPIST-1e,42.0,False,1381.0,0.0,1243.0,0.0,0.0,2624.0,1,False,Goles,Apeau
1420_01,1420,1,1,Mars,True,E,108,S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Wheard,Shbre
1421_01,1421,2,0,Mars,False,F,274,S,TRAPPIST-1e,37.0,False,328.0,6153.0,,26.0,820.0,7327.0,1,False,Whark,Cres
1421_02,1421,2,0,Mars,False,F,274,S,55 Cancri e,17.0,False,891.0,0.0,243.0,0.0,5.0,1139.0,1,False,Ars,Cres
1423_01,1423,3,0,Europa,True,B,61,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Seginon,Asoppor
1423_02,1423,3,0,Europa,True,B,61,S,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Beneb,Asoppor
1423_03,1423,3,0,Europa,True,B,61,S,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Sadra,Rodwative
1424_01,1424,5,0,Europa,True,B,47,P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Sarid,Sageng
1424_02,1424,5,0,Europa,False,B,47,P,55 Cancri e,29.0,False,2988.0,2147.0,0.0,0.0,1779.0,6914.0,1,False,Goros,Sageng
1424_03,1424,5,0,Europa,False,B,47,P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Elebola,Sageng
1424_04,1424,5,0,Europa,False,B,47,P,55 Cancri e,28.0,False,0.0,4380.0,0.0,692.0,0.0,5072.0,1,True,Proxima,Sageng
1424_05,1424,5,0,Europa,True,B,47,P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Weia,Sageng
1425_01,1425,3,0,Earth,False,F,282,P,TRAPPIST-1e,24.0,False,711.0,0.0,0.0,59.0,57.0,827.0,1,False,Melvia,Adavisons
1425_02,1425,3,0,Earth,True,G,220,P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Mael,Adavisons
1425_03,1425,3,0,Earth,True,G,220,P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Maryne,Adavisons
1426_01,1426,1,1,Europa,True,D,46,P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Duhrid,Drelcate
1427_01,1427,2,0,Mars,True,F,275,S,,46.0,False,0.0,0.0,,0.0,0.0,0.0,0,True,Jumars,Pead
1427_02,1427,2,0,Mars,False,F,275,S,TRAPPIST-1e,67.0,False,443.0,0.0,1721.0,250.0,2.0,2416.0,1,False,Hont,Pead
1428_01,1428,1,1,Earth,False,E,109,S,TRAPPIST-1e,44.0,False,0.0,200.0,128.0,460.0,0.0,788.0,1,False,Artis,Hanghanson
1430_01,1430,1,1,Earth,False,F,283,P,TRAPPIST-1e,14.0,False,360.0,0.0,2116.0,1.0,8.0,2485.0,1,False,Lina,Popez
1431_01,1431,1,1,Earth,False,G,221,P,TRAPPIST-1e,23.0,False,0.0,0.0,4.0,0.0,965.0,969.0,1,True,Tonioe,Ments
1433_01,1433,1,1,Earth,True,G,219,S,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Allene,Noeley
1434_01,1434,3,0,Earth,False,G,222,P,TRAPPIST-1e,20.0,False,0.0,258.0,331.0,133.0,,722.0,1,False,Dandy,Cartez
1434_02,1434,3,0,Earth,False,,,,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Hughan,Cartez
1434_03,1434,3,0,Earth,True,G,222,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Emilla,Cartez
1435_01,1435,1,1,Earth,False,G,223,P,,23.0,False,0.0,20.0,26.0,0.0,659.0,705.0,1,False,Gabrin,Gilleranks
1438_01,1438,1,1,Earth,False,E,89,P,TRAPPIST-1e,24.0,False,181.0,224.0,0.0,195.0,191.0,791.0,1,False,Anae,Sancasey
1439_01,1439,2,0,Mars,False,F,279,S,TRAPPIST-1e,41.0,False,112.0,186.0,228.0,760.0,0.0,1286.0,1,False,Lios,Lette
1439_02,1439,2,0,Mars,False,D,52,S,TRAPPIST-1e,30.0,False,806.0,100.0,9.0,,47.0,962.0,1,False,Croo,Lette
1440_01,1440,1,1,Earth,False,F,280,S,TRAPPIST-1e,27.0,False,0.0,1826.0,39.0,11.0,649.0,2525.0,1,False,Jerek,Mcleaney
1442_01,1442,1,1,Earth,True,G,220,S,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Leenny,Pughanders
1443_01,1443,1,1,Earth,True,G,225,P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Anda,Jimes
1444_01,1444,1,1,Europa,False,C,55,S,TRAPPIST-1e,30.0,False,50.0,1248.0,0.0,1.0,912.0,2211.0,1,True,Luxion,Coarswing
1445_01,1445,1,1,Earth,False,G,221,S,PSO J318.5-22,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Walles,Wellenez
1447_01,1447,1,1,Earth,False,G,227,P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,755.0,755.0,1,False,Sadine,Simson
1450_01,1450,2,0,Europa,True,D,53,S,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Tabih,Ailled
1450_02,1450,2,0,Europa,False,D,53,S,55 Cancri e,30.0,False,0.0,138.0,0.0,5467.0,112.0,5717.0,1,False,Cella,Ailled
1451_01,1451,2,0,Europa,False,C,56,S,55 Cancri e,46.0,False,202.0,484.0,0.0,3208.0,2485.0,6379.0,1,False,Zinor,Proorbeng
1451_02,1451,2,0,Europa,True,C,56,S,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Unukath,Proorbeng
1452_01,1452,5,0,Europa,False,C,53,P,TRAPPIST-1e,21.0,False,5.0,251.0,10.0,26.0,3384.0,3676.0,1,False,Arkar,Distured
1452_02,1452,5,0,Europa,True,,,,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Gorab,Distured
1452_03,1452,5,0,Europa,False,C,53,P,55 Cancri e,34.0,False,0.0,1646.0,0.0,51.0,1462.0,3159.0,1,False,Alzird,Distured
1452_04,1452,5,0,Europa,False,C,53,P,TRAPPIST-1e,33.0,False,0.0,774.0,0.0,6255.0,6.0,7035.0,1,False,Hamak,Distured
1452_05,1452,5,0,Europa,True,C,53,P,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Gimph,Distured
1453_01,1453,2,0,Earth,,G,229,P,55 Cancri e,16.0,,0.0,2838.0,32.0,5.0,3404.0,6279.0,1,False,Kimena,Thorney
1453_02,1453,2,0,Earth,False,G,229,P,TRAPPIST-1e,63.0,False,3.0,801.0,0.0,0.0,5.0,809.0,1,True,Annon,Thorney
1454_01,1454,1,1,Europa,False,D,54,S,TRAPPIST-1e,37.0,False,0.0,13561.0,15.0,4060.0,72.0,17708.0,1,False,Canonon,Righturter
1455_01,1455,5,0,Europa,True,B,62,S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Markton,Wassird
1455_02,1455,5,0,Europa,False,B,62,S,TRAPPIST-1e,29.0,False,0.0,2509.0,0.0,16.0,698.0,3223.0,1,True,Teronan,Conaly
1455_03,1455,5,0,Europa,True,B,62,S,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Rotanin,Wassird
1455_04,1455,5,0,Europa,False,B,62,S,TRAPPIST-1e,26.0,False,0.0,533.0,2119.0,10.0,504.0,3166.0,1,True,Rasaleh,Wassird
1455_05,1455,5,0,Europa,False,B,62,S,55 Cancri e,76.0,False,0.0,2732.0,422.0,16594.0,330.0,20078.0,1,False,Antino,Wassird
1457_01,1457,1,1,Earth,False,E,110,S,TRAPPIST-1e,61.0,False,0.0,368.0,3.0,4422.0,0.0,4793.0,1,False,Bra,Combson
1458_01,1458,1,1,,False,G,223,S,TRAPPIST-1e,46.0,False,0.0,0.0,2020.0,323.0,0.0,2343.0,1,False,Arllia,Mccarveymon
1460_01,1460,2,0,Earth,False,F,285,P,,19.0,False,,905.0,387.0,0.0,0.0,1292.0,1,True,Bony,Williotters
1460_02,1460,2,0,Earth,True,G,230,P,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Eduana,Williotters
1461_01,1461,1,1,Earth,True,G,224,S,TRAPPIST-1e,,False,0.0,,0.0,0.0,0.0,0.0,0,False,Naomin,Gordond
1462_01,1462,1,1,Earth,True,G,231,P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Timmie,Webstes
1463_01,1463,1,1,Earth,False,F,282,S,PSO J318.5-22,23.0,False,200.0,414.0,73.0,1.0,1.0,689.0,1,False,,
1465_01,1465,1,1,Earth,False,G,233,P,PSO J318.5-22,63.0,False,356.0,287.0,0.0,0.0,248.0,891.0,1,False,Byrona,Alfordonard
1467_01,1467,1,1,,False,E,111,S,TRAPPIST-1e,21.0,False,894.0,1.0,0.0,61.0,26.0,982.0,1,False,Russey,Dillips
1474_01,1474,1,1,Mars,True,F,287,P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,,0.0,0.0,0,True,Morms,Melte
1478_01,1478,2,0,Earth,False,F,289,P,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,417.0,2372.0,2789.0,1,False,,
1478_02,1478,2,0,Earth,False,F,289,P,PSO J318.5-22,39.0,False,,19.0,733.0,0.0,701.0,1453.0,1,False,Toniel,Sweene
1479_01,1479,1,1,Mars,True,F,290,P,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Clues,Erle
1481_01,1481,1,1,Mars,False,E,91,P,TRAPPIST-1e,27.0,False,555.0,0.0,744.0,0.0,0.0,1299.0,1,False,Krus,Prist
1484_01,1484,1,1,Earth,,E,93,P,TRAPPIST-1e,16.0,False,92.0,1.0,884.0,0.0,0.0,977.0,1,False,Lan,Roachoanand
1485_01,1485,1,1,Mars,True,F,291,P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Hones,Man
1488_01,1488,1,1,Mars,True,E,94,P,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,,0.0,0,True,Powhex,Betie
1489_01,1489,1,1,Earth,False,G,229,S,TRAPPIST-1e,19.0,False,73.0,0.0,0.0,813.0,2.0,888.0,1,False,Katiey,Gallencis
1490_01,1490,1,1,Europa,False,D,47,P,55 Cancri e,26.0,False,0.0,304.0,0.0,3998.0,,4302.0,1,False,Caphird,Crioncery
1491_01,1491,3,0,Earth,False,G,240,P,55 Cancri e,32.0,False,0.0,0.0,0.0,817.0,8.0,825.0,1,True,Leneva,Sosalinson
1491_02,1491,3,0,Earth,False,F,292,P,TRAPPIST-1e,56.0,False,0.0,51.0,0.0,2.0,706.0,759.0,1,False,Tanley,Sosalinson
1491_03,1491,3,0,Earth,False,G,240,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,,
1493_01,1493,1,1,Earth,False,F,285,S,TRAPPIST-1e,38.0,False,35.0,0.0,0.0,0.0,713.0,748.0,1,False,Eilace,Hardley
1498_01,1498,1,1,Earth,False,F,295,P,TRAPPIST-1e,30.0,False,0.0,495.0,,0.0,153.0,648.0,1,False,Karay,Talls
1499_01,1499,1,1,Earth,False,F,287,S,TRAPPIST-1e,21.0,False,5.0,0.0,0.0,2.0,1061.0,1068.0,1,False,Teryla,Keithunts
1500_01,1500,7,0,Earth,False,G,230,S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Hollie,Cooperkins
1500_02,1500,7,0,Earth,False,G,230,S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Gerly,Cooperkins
1500_03,1500,7,0,Earth,False,G,230,S,55 Cancri e,17.0,False,0.0,55.0,913.0,0.0,55.0,1023.0,1,True,Joandy,Barbes
1500_04,1500,7,0,Earth,,G,230,S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Andrey,Cooperkins
1500_05,1500,7,0,Earth,False,F,288,S,55 Cancri e,17.0,False,319.0,184.0,0.0,0.0,376.0,879.0,1,False,Irmark,Barbes
1500_06,1500,7,0,Earth,True,G,230,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Bobbyn,Barbes
1500_07,1500,7,0,Earth,True,G,230,S,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Everly,Barbes
1501_01,1501,1,1,Earth,False,G,243,P,TRAPPIST-1e,63.0,False,0.0,216.0,0.0,594.0,0.0,810.0,1,False,Julin,Fryan
1503_01,1503,2,0,Mars,False,D,48,P,TRAPPIST-1e,35.0,False,1890.0,0.0,497.0,1.0,0.0,2388.0,1,False,Koops,Haste
1503_02,1503,2,0,Mars,False,D,48,P,TRAPPIST-1e,61.0,False,1114.0,0.0,68.0,0.0,0.0,1182.0,1,False,Wat,Haste
1506_01,1506,1,1,Earth,False,F,298,P,,19.0,False,0.0,24.0,615.0,9.0,0.0,648.0,1,True,Bara,Vines
1507_01,1507,4,0,Earth,False,F,289,S,TRAPPIST-1e,43.0,False,0.0,0.0,1217.0,2.0,0.0,1219.0,1,True,,
1507_02,1507,4,0,Earth,False,F,289,S,TRAPPIST-1e,14.0,False,1.0,1.0,683.0,419.0,0.0,1104.0,1,False,Jerek,Jeffey
1507_03,1507,4,0,Earth,False,G,231,S,TRAPPIST-1e,78.0,False,0.0,0.0,0.0,441.0,4.0,445.0,1,False,Anny,Jeffey
1507_04,1507,4,0,Earth,False,F,289,S,TRAPPIST-1e,21.0,False,398.0,490.0,0.0,,0.0,888.0,1,False,Kirky,Jeffey
1509_01,1509,1,1,Mars,False,E,95,P,TRAPPIST-1e,32.0,,1240.0,0.0,58.0,0.0,0.0,1298.0,1,False,Sumpix,Dal
1510_01,1510,1,1,Mars,False,F,291,S,TRAPPIST-1e,31.0,False,1226.0,0.0,1.0,0.0,0.0,1227.0,1,False,Yakers,Swin
1511_01,1511,4,0,Europa,False,B,63,S,TRAPPIST-1e,40.0,False,1006.0,,0.0,284.0,329.0,1619.0,1,True,Ancham,Spandisket
1511_02,1511,4,0,Europa,True,B,63,S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Diram,Whealeed
1511_03,1511,4,0,Europa,False,B,63,S,TRAPPIST-1e,36.0,False,0.0,2345.0,0.0,1966.0,27.0,4338.0,1,False,Maham,Spandisket
1511_04,1511,4,0,Europa,False,B,63,S,55 Cancri e,31.0,False,65.0,2121.0,0.0,6431.0,1.0,8618.0,1,False,Winon,Whealeed
1515_01,1515,1,1,Earth,False,F,293,S,TRAPPIST-1e,18.0,False,765.0,0.0,13.0,0.0,0.0,778.0,1,False,Herina,Oconley
1520_01,1520,1,1,Earth,True,G,235,S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Harrie,Klindsey
1521_01,1521,1,1,Mars,True,F,295,S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Repart,Flité
1523_01,1523,2,0,Europa,True,B,64,S,55 Cancri e,41.0,False,0.0,,0.0,0.0,0.0,0.0,0,True,Izares,Waring
1523_02,1523,2,0,Europa,True,B,64,S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Baton,Waring
1524_01,1524,1,1,Earth,True,G,236,S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Therie,Shawforden
1525_01,1525,1,1,Mars,False,F,299,P,TRAPPIST-1e,20.0,False,539.0,1269.0,38.0,0.0,0.0,1846.0,1,True,Sceros,Gin
1526_01,1526,1,1,Earth,False,F,300,P,55 Cancri e,23.0,False,4.0,,2.0,254.0,521.0,781.0,1,False,Karia,Sotond
1527_01,1527,2,0,Europa,True,D,49,P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Dirius,Boderbint
1527_02,1527,2,0,Europa,False,D,49,P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Anchird,Boderbint
1528_01,1528,1,1,Mars,False,D,50,P,55 Cancri e,18.0,False,3992.0,673.0,1360.0,2.0,0.0,6027.0,1,True,Eang,Madan
1529_01,1529,2,0,Europa,False,A,16,S,PSO J318.5-22,25.0,True,0.0,7069.0,0.0,45.0,282.0,7396.0,1,True,Almino,Slable
1529_02,1529,2,0,Europa,False,A,16,S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Krab,Slable
1531_01,1531,1,1,Earth,False,G,237,S,TRAPPIST-1e,46.0,False,0.0,0.0,533.0,277.0,0.0,810.0,1,False,Kimena,Puckley
1532_01,1532,1,1,Europa,False,B,65,S,TRAPPIST-1e,27.0,False,0.0,31.0,0.0,1.0,11378.0,11410.0,1,False,Alcorux,Bealvewd
1533_01,1533,1,1,Earth,False,G,244,P,TRAPPIST-1e,53.0,False,1015.0,0.0,0.0,0.0,1.0,1016.0,1,False,Tricky,Potters
1536_01,1536,1,1,Mars,True,F,297,S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Croo,Nuthe
1539_01,1539,1,1,Europa,,A,17,S,55 Cancri e,32.0,False,54.0,3782.0,0.0,21.0,5.0,3862.0,1,True,Alyadum,Barmant
1540_01,1540,3,0,Europa,False,C,55,P,TRAPPIST-1e,32.0,False,1.0,470.0,0.0,1440.0,2114.0,4025.0,1,False,Shamak,Clumshangs
1540_02,1540,3,0,Europa,False,C,55,P,TRAPPIST-1e,33.0,True,0.0,7139.0,22.0,0.0,553.0,7714.0,1,True,Duhratz,Clumshangs
1540_03,1540,3,0,Europa,False,C,55,P,TRAPPIST-1e,26.0,False,0.0,170.0,0.0,3718.0,0.0,3888.0,1,False,Bahoton,Clumshangs
1541_01,1541,1,1,Earth,False,F,298,S,TRAPPIST-1e,47.0,False,12.0,7.0,0.0,720.0,0.0,739.0,1,True,Carma,Woody
1542_01,1542,1,1,Mars,False,F,299,S,TRAPPIST-1e,13.0,False,7172.0,0.0,157.0,20.0,0.0,7349.0,1,False,Tot,Seche
1543_01,1543,1,1,Europa,True,C,56,P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Izarkab,Clidly
1544_01,1544,1,1,Earth,False,G,245,P,TRAPPIST-1e,21.0,False,9.0,0.0,0.0,0.0,800.0,809.0,1,False,Rosiey,Ayalazquez
